applicant_id,credit_score,annual_income,debt_to_income,employment_length_years,age,num_open_accounts,delinquencies_2yr,loan_amount_requested,zip_tier,protected_group,gender,loan_approved
APP101568,712,91700.0,0.239,7.5,37,3,0,14800.0,2,Group A,Female,1
APP101569,796,48800.0,0.072,11.1,34,10,0,15300.0,4,Group A,Female,1
APP101570,758,85400.0,0.313,2.4,40,10,0,20200.0,2,Group A,Female,0
APP101571,608,65700.0,0.131,1.1,47,8,0,32400.0,1,Group A,Female,0
APP101572,663,39600.0,0.36,0.4,47,6,0,3700.0,5,Group A,Male,1
APP101573,678,64300.0,0.483,19.4,43,8,0,4200.0,4,Group B,Male,1
APP101574,679,99700.0,0.272,0.5,45,4,0,12900.0,2,Group A,Male,1
APP101575,705,43500.0,0.279,2.6,28,5,0,9300.0,4,Group A,Female,0
APP101576,658,32400.0,0.229,2.7,35,6,1,4500.0,4,Group B,Female,1
APP101577,620,77600.0,0.345,7.9,49,9,4,15000.0,4,Group B,Male,0
APP101578,742,27700.0,0.336,1.3,31,4,1,20100.0,1,Group B,Male,1
APP101579,607,105500.0,0.228,2.6,43,10,0,17400.0,3,Group B,Male,1
APP101580,628,104900.0,0.44,0.7,42,6,1,13000.0,2,Group B,Male,0
APP101581,607,92900.0,0.637,5.8,40,8,0,18100.0,1,Group A,Female,0
APP101582,720,67700.0,0.471,2.1,49,4,1,2500.0,3,Group A,Male,1
APP101583,687,108000.0,0.328,0.1,44,6,0,24400.0,3,Group A,Female,0
APP101584,737,100300.0,0.327,1.6,27,6,1,18100.0,2,Group A,Female,1
APP101585,629,55200.0,0.284,12.0,47,3,0,21300.0,4,Group B,Male,1
APP101586,599,102500.0,0.281,,35,4,1,18700.0,2,Group A,Male,1
APP101587,651,46100.0,0.445,0.0,25,5,0,3600.0,4,Group A,Female,1
APP101588,668,63300.0,0.45,2.3,50,5,1,14100.0,3,Group A,Female,0
APP101589,694,25000.0,0.211,10.4,27,5,1,30400.0,2,Group A,Male,0
APP101590,571,71500.0,0.38,0.8,37,3,0,23500.0,1,Group A,Male,0
APP101591,711,60900.0,0.462,6.7,45,7,0,16200.0,3,Group A,Female,0
APP101592,622,57100.0,0.301,3.1,40,3,1,25500.0,3,Group B,Female,1
APP101593,638,64000.0,0.317,0.9,34,4,2,27300.0,1,Group A,Female,1
APP101594,756,54100.0,0.417,2.2,29,10,1,30600.0,4,Group B,Female,0
APP101595,538,69000.0,0.42,7.1,32,10,0,25300.0,5,Group B,Female,0
APP101596,701,98800.0,0.387,6.7,28,5,1,31400.0,2,Group A,Male,1
APP101597,701,42500.0,0.368,2.9,39,8,0,18700.0,4,Group A,Female,0
APP101598,627,88700.0,0.383,2.8,34,4,0,26500.0,4,Group B,Male,0
APP101599,651,73200.0,0.309,1.3,24,10,1,9100.0,3,Group A,Female,1
APP101600,759,77000.0,0.217,6.5,38,8,0,25200.0,3,Group B,Female,1
APP101601,808,67300.0,0.169,1.3,33,5,0,19900.0,1,Group A,Female,1
APP101602,749,50800.0,0.406,7.0,44,7,0,23600.0,2,Group A,Male,1
APP101603,803,78700.0,0.352,1.0,45,4,0,29400.0,4,Group B,Female,1
APP101604,635,80500.0,0.39,3.5,57,4,0,10000.0,1,Group A,Female,1
APP101605,577,48800.0,0.249,1.3,49,4,0,31200.0,3,Group A,Female,0
APP101606,677,35900.0,0.351,0.6,28,5,0,24200.0,5,Group B,Female,0
APP101607,732,70000.0,0.349,2.7,21,6,0,20800.0,5,Group A,Male,0
APP101608,559,86100.0,0.481,7.9,23,7,0,7300.0,2,Group A,Male,1
APP101609,620,92100.0,0.434,5.2,35,5,1,12700.0,2,Group A,Female,0
APP101610,627,96900.0,0.259,4.1,22,4,1,26600.0,5,Group A,Female,0
APP101611,703,76900.0,0.396,2.9,34,7,0,18100.0,5,Group B,Female,0
APP101612,695,61700.0,0.258,0.8,41,8,0,28700.0,4,Group B,Female,0
APP101613,630,67900.0,0.053,3.5,34,5,1,25600.0,3,Group A,Male,0
APP101614,692,38200.0,0.53,1.5,44,7,1,11400.0,3,Group B,Male,0
APP101615,606,51600.0,0.299,5.2,34,4,1,17800.0,1,Group A,Female,0
APP101616,652,66700.0,0.454,2.1,32,4,1,17200.0,1,Group A,Male,1
APP101617,598,61600.0,0.267,3.0,61,7,0,26200.0,5,Group A,Female,0
APP101618,670,70200.0,0.251,0.1,41,2,0,18900.0,2,Group B,Female,0
APP101619,628,35000.0,0.28,0.2,42,2,0,17700.0,3,Group A,Female,0
APP101620,725,40400.0,0.368,6.1,51,8,0,22200.0,3,Group A,Male,0
APP101621,678,86600.0,0.359,,52,3,0,15800.0,3,Group A,Female,1
APP101622,665,48000.0,0.395,2.5,37,12,1,25500.0,5,Group B,Male,0
APP101623,795,51800.0,0.285,10.3,54,4,0,19800.0,5,Group A,Male,0
APP101624,705,70300.0,0.344,2.0,36,9,0,29400.0,1,Group A,Male,1
APP101625,656,45700.0,0.247,1.5,53,6,0,25300.0,1,Group B,Male,0
APP101626,642,94600.0,0.502,6.0,26,2,1,20000.0,3,Group A,Female,1
APP101627,603,37800.0,0.195,10.8,37,7,0,31400.0,2,Group A,Female,0
APP101628,676,68000.0,0.25,10.4,44,8,1,13100.0,4,Group A,Male,1
APP101629,700,50000.0,0.293,6.9,45,3,1,19800.0,2,Group A,Female,0
APP101630,556,71700.0,0.603,0.7,31,5,0,19500.0,1,Group A,Male,0
APP101631,591,56100.0,0.424,3.5,21,5,1,22000.0,5,Group B,Female,0
APP101632,646,67400.0,0.246,15.0,47,6,0,13300.0,5,Group A,Female,0
APP101633,609,97300.0,0.43,1.9,39,3,1,19500.0,2,Group B,Female,1
APP101634,683,51500.0,0.397,6.5,36,3,1,13100.0,5,Group B,Male,0
APP101635,692,51300.0,0.37,1.0,61,5,0,5500.0,1,Group A,Male,0
APP101636,672,60400.0,0.417,8.3,37,6,0,16900.0,1,Group A,Male,1
APP101637,716,103400.0,0.346,0.4,35,6,1,20700.0,5,Group B,Female,0
APP101638,642,65800.0,0.359,3.3,21,7,0,9000.0,4,Group A,Female,0
APP101639,677,97600.0,0.169,12.9,28,5,1,15100.0,4,Group B,Male,1
APP101640,615,63800.0,0.499,8.6,52,3,2,23100.0,3,Group B,Male,0
APP101641,699,96600.0,0.291,1.5,32,8,0,24300.0,3,Group A,Female,0
APP101642,685,77800.0,0.204,1.6,49,3,1,25100.0,2,Group A,Male,0
APP101643,602,81300.0,0.285,5.6,25,5,1,9100.0,1,Group A,Female,1
APP101644,670,33500.0,0.289,5.2,31,5,1,38500.0,1,Group A,Female,0
APP101645,678,30000.0,0.252,7.2,30,6,0,4400.0,4,Group A,Male,1
APP101646,698,93700.0,0.426,0.7,47,6,1,16500.0,3,Group A,Male,0
APP101647,701,93400.0,0.447,8.4,38,6,1,1000.0,3,Group B,Male,0
APP101648,633,126100.0,0.124,2.9,28,1,0,9200.0,3,Group B,Male,1
APP101649,730,32300.0,0.283,3.9,50,7,0,10200.0,1,Group B,Female,0
APP101650,714,79700.0,0.291,6.1,47,3,0,29400.0,4,Group A,Female,1
APP101651,633,43400.0,0.321,5.9,45,8,0,33200.0,1,Group A,Male,0
APP101652,606,50200.0,0.528,3.5,45,8,1,20200.0,1,Group A,Female,0
APP101653,638,55900.0,0.251,11.7,31,5,0,13800.0,2,Group A,Male,1
APP101654,584,77200.0,0.512,0.4,56,6,0,1000.0,4,Group B,Male,1
APP101655,694,52100.0,0.324,2.7,40,4,0,10800.0,1,Group A,Female,0
APP101656,757,68800.0,0.513,11.7,44,6,0,1600.0,5,Group A,Female,0
APP101657,772,88000.0,0.306,0.2,46,2,0,12000.0,2,Group B,Female,0
APP101658,609,95100.0,0.293,6.0,30,4,0,15100.0,3,Group A,Male,0
APP101659,731,84600.0,0.338,3.5,64,3,0,19900.0,1,Group A,Female,0
APP101660,685,78800.0,0.482,7.5,41,7,0,16300.0,3,Group A,Male,0
APP101661,524,64600.0,0.357,3.5,41,10,2,13900.0,3,Group A,Female,0
APP101662,658,54300.0,0.363,0.3,36,6,0,13500.0,4,Group B,Female,0
APP101663,651,80900.0,0.41,0.6,55,11,0,16700.0,2,Group A,Female,1
APP101664,759,42800.0,0.243,2.4,55,5,0,27800.0,2,Group B,Male,1
APP101665,623,70900.0,0.377,9.5,43,6,0,24100.0,3,Group B,Male,0
APP101666,717,42200.0,0.271,0.7,23,7,1,12000.0,5,Group B,Female,0
APP101667,673,67000.0,0.502,4.6,39,12,1,15000.0,5,Group A,Male,0
APP101668,586,42700.0,0.386,2.3,40,13,0,35600.0,3,Group A,Female,0
APP101669,644,58400.0,0.416,6.1,36,3,0,12600.0,1,Group B,Male,0
APP101670,780,51800.0,0.116,1.0,29,7,0,23900.0,4,Group A,Female,1
APP101671,669,48900.0,0.418,0.4,22,8,0,26900.0,5,Group A,Male,0
APP101672,739,65900.0,0.32,2.0,59,8,0,18200.0,5,Group B,Female,1
APP101673,735,18000.0,0.182,13.4,50,6,0,12200.0,1,Group A,Male,0
APP101674,651,24700.0,0.35,12.3,41,5,0,1100.0,4,Group B,Male,1
APP101675,597,87300.0,0.173,0.9,33,5,0,23500.0,2,Group B,Female,0
APP101676,605,71500.0,0.407,0.1,45,5,0,20100.0,4,Group B,Male,0
APP101677,774,50600.0,0.498,0.3,43,5,0,11500.0,2,Group A,Female,1
APP101678,690,91400.0,0.143,16.6,36,5,0,22900.0,4,Group B,Female,1
APP101679,567,52700.0,0.337,0.6,46,9,0,19300.0,1,Group A,Female,0
APP101680,734,54100.0,0.322,1.2,47,5,1,11100.0,2,Group B,Female,1
APP101681,564,49200.0,0.121,9.6,49,7,0,5200.0,5,Group B,Female,0
APP101682,626,113800.0,0.441,3.0,30,9,0,14100.0,4,Group B,Male,1
APP101683,685,73600.0,0.409,1.8,46,6,1,30900.0,3,Group A,Female,0
APP101684,844,72700.0,0.563,9.2,55,4,0,24100.0,2,Group A,Male,1
APP101685,733,79200.0,0.395,4.8,45,6,1,21500.0,1,Group A,Female,1
APP101686,649,23500.0,0.243,0.5,67,5,1,21900.0,2,Group A,Male,0
APP101687,682,53700.0,0.397,10.9,39,2,1,10400.0,2,Group A,Female,0
APP101688,740,78900.0,0.481,10.7,21,1,1,13700.0,2,Group A,Male,1
APP101689,772,67900.0,0.289,0.9,31,3,0,18600.0,2,Group A,Male,1
APP101690,664,120900.0,0.434,1.3,33,6,1,17500.0,4,Group B,Male,0
APP101691,666,55200.0,0.081,4.6,48,8,0,8500.0,5,Group B,Male,1
APP101692,626,90600.0,0.502,6.2,51,9,1,8000.0,1,Group A,Male,0
APP101693,723,87300.0,0.428,3.3,43,6,0,17300.0,4,Group B,Male,1
APP101694,747,71400.0,0.06,0.1,45,6,1,13600.0,1,Group A,Male,0
APP101695,554,75800.0,0.382,0.1,64,3,0,15500.0,2,Group A,Female,0
APP101696,654,61000.0,0.121,6.2,31,6,1,16200.0,1,Group A,Male,1
APP101697,601,20600.0,0.273,1.9,40,11,0,30600.0,1,Group B,Female,0
APP101698,690,76400.0,0.415,0.3,36,7,0,13900.0,1,Group B,Male,1
APP101699,600,78300.0,0.325,4.2,27,6,0,22400.0,4,Group B,Female,0
APP101700,594,82100.0,0.478,10.6,21,4,0,8500.0,2,Group B,Male,1
APP101701,753,69500.0,0.347,6.6,57,5,0,30500.0,4,Group B,Female,0
APP101702,669,91300.0,0.336,3.8,32,13,1,33800.0,1,Group A,Female,1
APP101703,676,47200.0,0.461,1.0,38,5,0,14500.0,2,Group A,Female,1
APP101704,708,103200.0,0.303,2.0,46,9,0,6700.0,1,Group A,Male,1
APP101705,743,44300.0,0.337,0.3,27,4,0,2400.0,4,Group B,Male,1
APP101706,653,65400.0,0.352,4.1,31,7,0,19700.0,1,Group A,Male,0
APP101707,654,84300.0,0.333,1.1,41,7,0,15300.0,2,Group A,Male,1
APP101708,655,55600.0,0.468,5.8,36,4,0,30600.0,3,Group B,Male,0
APP101709,750,86000.0,0.267,5.0,26,7,0,20700.0,1,Group A,Female,1
APP101710,676,59800.0,0.249,9.9,48,10,0,11900.0,3,Group B,Male,0
APP101711,661,70800.0,0.223,8.8,35,10,1,26200.0,3,Group A,Female,1
APP101712,705,63700.0,0.104,0.0,43,7,0,1000.0,4,Group B,Male,1
APP101713,799,54200.0,0.503,19.9,42,6,0,17800.0,2,Group B,Male,1
APP101714,685,122000.0,0.241,2.5,53,6,0,18700.0,3,Group A,Male,1
APP101715,662,47800.0,0.314,11.3,45,7,0,22500.0,2,Group B,Male,1
APP101716,806,18000.0,0.511,8.6,31,8,0,13100.0,3,Group A,Female,0
APP101717,766,48700.0,0.324,1.5,55,2,0,16600.0,1,Group A,Female,1
APP101718,757,71200.0,0.397,6.5,35,3,0,13300.0,3,Group A,Female,1
APP101719,647,59000.0,0.184,6.9,31,9,0,22600.0,3,Group B,Male,0
APP101720,641,92400.0,0.494,10.3,29,7,1,24700.0,2,Group A,Male,0
APP101721,561,91600.0,0.327,5.0,21,5,1,10400.0,1,Group A,Female,1
APP101722,743,60400.0,0.228,1.8,34,8,0,24500.0,3,Group B,Male,1
APP101723,685,27600.0,0.228,7.7,46,11,0,7200.0,3,Group A,Male,1
APP101724,563,37200.0,0.526,0.7,25,6,0,15700.0,4,Group A,Female,0
APP101725,758,67200.0,0.276,1.3,62,4,0,26000.0,5,Group A,Male,0
APP101726,658,30500.0,0.23,10.5,21,7,0,13800.0,2,Group A,Male,0
APP101727,666,59200.0,0.292,4.2,32,6,0,13600.0,3,Group B,Male,0
APP101728,582,102100.0,0.345,0.5,23,6,1,19700.0,1,Group A,Female,0
APP101729,712,76200.0,0.357,1.7,52,3,1,1000.0,4,Group A,Male,1
APP101730,713,69100.0,0.389,1.0,49,2,0,11700.0,4,Group B,Female,1
APP101731,677,43000.0,0.366,1.9,38,5,0,14500.0,2,Group A,Male,0
APP101732,653,72400.0,0.411,13.6,24,5,0,16000.0,3,Group B,Male,1
APP101733,850,61800.0,0.31,7.4,27,3,0,19900.0,3,Group A,Male,1
APP101734,602,73700.0,0.568,7.7,44,7,1,17600.0,4,Group B,Female,0
APP101735,633,85500.0,0.286,0.2,33,7,0,29000.0,4,Group B,Male,0
APP101736,726,89600.0,0.489,10.2,34,5,0,33700.0,4,Group B,Female,0
APP101737,614,71100.0,0.274,2.4,40,4,0,17000.0,2,Group A,Male,0
APP101738,609,80300.0,0.183,5.4,36,6,0,12100.0,5,Group A,Male,0
APP101739,754,55700.0,0.157,9.0,21,4,0,29200.0,3,Group B,Male,1
APP101740,719,95200.0,0.373,3.6,25,1,0,15700.0,2,Group A,Male,0
APP101741,711,46700.0,0.468,2.5,25,6,2,12300.0,3,Group A,Male,0
APP101742,692,63000.0,0.213,2.3,32,4,2,25300.0,3,Group A,Female,0
APP101743,635,97700.0,0.243,5.0,42,7,0,18200.0,2,Group B,Female,1
APP101744,664,56400.0,0.382,8.9,42,4,0,25600.0,2,Group B,Female,0
APP101745,675,35800.0,0.34,8.3,55,7,0,11600.0,4,Group A,Female,0
APP101746,735,58100.0,0.276,1.4,24,7,0,15500.0,4,Group B,Female,1
APP101747,708,101400.0,0.199,9.5,45,9,0,25600.0,2,Group A,Female,1
APP101748,620,18000.0,0.374,2.7,32,7,0,1000.0,1,Group A,Male,0
APP101749,731,70500.0,0.412,1.6,65,5,0,13800.0,3,Group A,Female,1
APP101750,571,52800.0,0.394,7.8,40,8,0,27100.0,3,Group A,Female,0
APP101751,659,64000.0,0.343,0.6,34,4,0,15700.0,2,Group A,Male,0
APP101752,606,59600.0,0.224,4.9,44,3,0,27600.0,2,Group B,Female,1
APP101753,624,91100.0,0.375,16.1,43,3,0,11300.0,5,Group B,Female,0
APP101754,805,69300.0,0.366,6.7,36,5,0,20200.0,2,Group A,Male,1
APP101755,584,92300.0,0.196,15.0,48,9,1,15300.0,4,Group A,Female,1
APP101756,627,98800.0,0.307,3.4,59,10,1,3300.0,5,Group A,Male,0
APP101757,713,68700.0,0.38,1.2,52,5,1,15000.0,2,Group B,Male,0
APP101758,649,59400.0,0.331,11.9,39,13,2,13800.0,4,Group B,Male,0
APP101759,690,77100.0,0.124,11.3,62,6,3,12200.0,4,Group B,Female,0
APP101760,773,81700.0,0.27,0.3,47,3,0,10100.0,2,Group A,Male,1
APP101761,723,40300.0,0.262,8.7,28,9,0,30600.0,2,Group A,Female,0
APP101762,650,73700.0,0.402,0.1,42,3,0,11900.0,1,Group A,Male,0
APP101763,671,61900.0,0.626,0.3,38,5,0,20900.0,2,Group A,Male,1
APP101764,714,57900.0,0.355,2.3,35,9,1,16900.0,3,Group A,Female,0
APP101765,721,51400.0,0.208,0.5,45,5,0,25500.0,3,Group A,Male,0
APP101766,681,53000.0,0.322,5.0,21,6,0,33600.0,3,Group B,Female,1
APP101767,703,98100.0,0.341,4.0,60,10,0,31900.0,2,Group A,Male,1
APP101768,704,59300.0,0.423,7.8,48,2,0,13200.0,2,Group A,Female,1
APP101769,674,95500.0,0.477,7.7,21,3,1,23000.0,1,Group B,Female,0
APP101770,641,71100.0,0.493,9.8,48,5,0,28600.0,5,Group A,Male,0
APP101771,728,40800.0,0.399,3.6,46,5,0,15400.0,1,Group B,Male,0
APP101772,699,72600.0,0.34,9.1,59,9,0,27100.0,3,Group A,Male,0
APP101773,545,39500.0,0.503,4.9,62,10,1,18300.0,4,Group B,Female,0
APP101774,626,82600.0,0.302,0.9,64,5,0,6500.0,4,Group A,Female,1
APP101775,649,63000.0,0.346,3.1,38,8,1,35900.0,2,Group A,Male,1
APP101776,667,88500.0,0.313,2.0,47,10,0,2400.0,3,Group B,Male,1
APP101777,758,102400.0,0.106,,35,7,1,5600.0,4,Group A,Female,1
APP101778,850,26400.0,0.48,9.7,53,9,0,13800.0,1,Group A,Male,1
APP101779,520,56900.0,0.414,12.0,21,5,0,26300.0,3,Group A,Female,1
APP101780,700,39000.0,0.079,2.0,26,5,0,23300.0,2,Group A,Female,0
APP101781,685,119800.0,0.45,9.6,36,5,0,35000.0,4,Group B,Male,1
APP101782,668,57400.0,0.307,1.7,40,8,0,27100.0,3,Group A,Male,0
APP101783,715,36400.0,0.449,1.1,43,7,0,19500.0,1,Group A,Male,1
APP101784,690,121800.0,0.348,16.9,56,7,0,28900.0,4,Group A,Male,1
APP101785,657,50600.0,0.191,2.2,33,7,0,15500.0,3,Group B,Female,0
APP101786,682,29100.0,0.343,1.0,25,4,3,19100.0,3,Group A,Female,0
APP101787,716,40200.0,0.241,13.5,36,4,1,13600.0,5,Group B,Female,0
APP101788,710,71400.0,0.205,4.7,34,7,0,27700.0,4,Group B,Female,1
APP101789,692,69100.0,0.435,2.5,48,9,0,14800.0,3,Group A,Male,0
APP101790,642,47900.0,0.383,1.9,59,4,0,6100.0,2,Group B,Female,0
APP101791,850,56400.0,0.505,3.9,58,5,2,6000.0,4,Group A,Male,0
APP101792,703,69300.0,0.297,2.5,54,5,1,7900.0,1,Group A,Male,1
APP101793,730,99800.0,0.234,5.8,34,2,0,22300.0,1,Group B,Male,1
APP101794,647,76000.0,0.41,2.2,39,12,0,16500.0,5,Group B,Female,0
APP101795,692,54500.0,0.248,0.6,46,8,0,18200.0,3,Group A,Female,1
APP101796,692,62500.0,0.306,3.9,32,8,0,21500.0,1,Group A,Male,1
APP101797,556,86500.0,0.398,12.5,33,13,0,22500.0,2,Group A,Female,0
APP101798,633,108300.0,0.326,0.3,45,4,0,15000.0,1,Group A,Male,0
APP101799,632,41500.0,0.286,4.7,25,7,0,17000.0,3,Group A,Male,0
APP101800,641,94700.0,0.186,7.5,54,7,0,13800.0,2,Group A,Male,1
APP101801,610,60500.0,0.443,3.0,36,5,0,21200.0,4,Group A,Female,1
APP101802,683,29000.0,0.299,6.2,47,5,0,17000.0,1,Group A,Male,0
APP101803,771,24300.0,0.408,6.4,43,8,2,10000.0,4,Group B,Male,0
APP101804,688,100000.0,0.393,0.2,56,2,1,18800.0,3,Group A,Male,0
APP101805,603,102900.0,0.46,6.9,21,4,1,24000.0,4,Group B,Female,0
APP101806,613,54300.0,0.314,0.2,56,5,0,33800.0,1,Group A,Female,0
APP101807,655,62900.0,0.302,7.5,56,6,1,7300.0,2,Group A,Male,0
APP101808,588,25200.0,0.218,10.3,44,6,1,6300.0,3,Group A,Female,0
APP101809,700,86300.0,0.28,0.9,47,4,0,5100.0,5,Group A,Male,0
APP101810,768,67300.0,0.378,1.5,48,5,1,12200.0,1,Group A,Male,1
APP101811,643,30700.0,0.25,6.9,30,4,0,16200.0,3,Group A,Female,0
APP101812,685,72900.0,0.375,7.2,42,3,1,13900.0,4,Group B,Female,0
APP101813,652,34700.0,0.501,7.0,52,8,0,5000.0,3,Group A,Male,0
APP101814,639,81400.0,0.291,0.8,21,9,0,30900.0,4,Group B,Female,0
APP101815,692,42000.0,0.195,3.8,47,4,0,1200.0,5,Group A,Male,0
APP101816,637,76100.0,0.295,6.8,42,7,1,33900.0,3,Group B,Female,1
APP101817,627,52300.0,0.184,2.5,49,5,0,23100.0,4,Group A,Female,1
APP101818,575,18000.0,0.487,4.7,26,4,1,30800.0,1,Group A,Female,0
APP101819,684,91900.0,0.349,8.1,32,6,0,9000.0,4,Group A,Male,0
APP101820,749,93200.0,0.26,0.8,24,5,2,14800.0,5,Group B,Female,0
APP101821,726,55500.0,0.278,17.4,24,4,0,16100.0,5,Group A,Female,1
APP101822,777,74600.0,0.21,5.2,51,5,0,13900.0,2,Group A,Male,1
APP101823,636,78500.0,0.451,1.9,34,4,0,20200.0,4,Group A,Male,0
APP101824,735,79300.0,0.542,0.9,33,4,0,20300.0,3,Group B,Female,1
APP101825,608,109400.0,0.176,2.8,54,3,1,10000.0,3,Group A,Male,1
APP101826,726,78000.0,0.455,1.7,37,6,0,35000.0,2,Group A,Female,0
APP101827,787,59400.0,0.313,0.5,53,7,1,8000.0,3,Group A,Male,1
APP101828,712,78300.0,0.479,13.2,28,6,0,22400.0,3,Group B,Female,0
APP101829,788,57700.0,0.138,3.1,37,8,0,20200.0,1,Group A,Male,1
APP101830,641,42400.0,0.365,0.3,30,5,0,20500.0,1,Group A,Female,0
APP101831,671,97300.0,0.295,3.1,48,2,0,1000.0,5,Group B,Female,0
APP101832,620,80800.0,0.412,5.5,39,6,0,16300.0,2,Group A,Male,1
APP101833,682,23300.0,0.347,3.1,50,6,1,16400.0,4,Group A,Female,0
APP101834,698,51600.0,0.342,1.1,43,7,1,21400.0,3,Group A,Female,0
APP101835,682,86200.0,0.328,4.5,21,5,0,6000.0,4,Group A,Male,1
APP101836,649,30500.0,0.512,2.7,38,2,0,20900.0,4,Group A,Male,0
APP101837,648,49900.0,0.321,8.9,23,6,0,25400.0,2,Group A,Female,0
APP101838,702,131900.0,0.435,16.3,45,7,0,24000.0,4,Group B,Female,0
APP101839,670,60100.0,0.409,0.3,48,4,0,18400.0,3,Group B,Male,0
APP101840,605,94000.0,0.438,1.8,49,6,1,28700.0,1,Group A,Female,1
APP101841,557,104000.0,0.228,0.9,40,6,0,26100.0,3,Group A,Male,0
APP101842,641,46200.0,0.418,2.1,21,5,0,11700.0,3,Group A,Male,0
APP101843,590,74400.0,0.377,4.5,44,6,0,19800.0,4,Group B,Female,0
APP101844,626,117400.0,0.209,3.1,46,3,0,27000.0,3,Group A,Male,1
APP101845,652,79000.0,0.317,6.0,39,3,2,32800.0,1,Group A,Male,0
APP101846,671,124800.0,0.592,1.6,42,11,0,12500.0,3,Group A,Male,1
APP101847,637,52700.0,0.297,3.6,21,3,1,10300.0,1,Group A,Male,1
APP101848,822,111100.0,0.3,1.2,42,9,0,8800.0,4,Group A,Male,0
APP101849,598,68400.0,0.39,22.1,40,5,0,6500.0,4,Group B,Female,1
APP101850,759,60100.0,0.281,3.8,26,10,0,18200.0,2,Group A,Female,0
APP101851,669,83400.0,0.355,3.6,47,5,0,12200.0,5,Group B,Female,1
APP101852,637,65300.0,0.291,0.7,35,2,0,23300.0,1,Group A,Female,0
APP101853,718,66000.0,0.384,8.8,44,2,1,12700.0,5,Group B,Male,1
APP101854,651,79600.0,0.333,1.2,47,5,1,8000.0,2,Group B,Male,0
APP101855,628,24600.0,0.555,2.9,45,8,1,26700.0,2,Group B,Female,0
APP101856,796,48800.0,0.345,7.5,25,3,1,17700.0,5,Group A,Male,1
APP101857,537,85300.0,0.316,6.2,36,5,0,25700.0,2,Group A,Male,0
APP101858,664,91800.0,0.453,11.2,67,7,0,13600.0,2,Group A,Female,0
APP101859,692,76600.0,0.187,0.0,58,6,0,33700.0,4,Group A,Female,1
APP101860,772,74600.0,0.526,8.4,51,1,1,21300.0,2,Group A,Female,1
APP101861,654,77700.0,0.231,4.2,44,5,0,8100.0,4,Group B,Male,0
APP101862,850,91000.0,0.471,1.0,29,3,0,3300.0,5,Group B,Male,1
APP101863,729,33800.0,0.5,4.5,39,12,0,20800.0,2,Group A,Male,0
APP101864,526,55800.0,0.282,14.0,36,6,0,22000.0,1,Group A,Female,0
APP101865,586,66200.0,0.293,13.0,40,4,0,24500.0,4,Group B,Male,1
APP101866,695,72700.0,0.328,3.9,24,9,0,2000.0,5,Group B,Male,0
APP101867,606,18000.0,0.408,3.4,52,4,0,2200.0,4,Group A,Male,1
APP101868,716,37800.0,0.23,12.4,21,2,1,1800.0,1,Group A,Female,1
APP101869,651,67600.0,0.328,12.7,51,1,0,9700.0,4,Group B,Female,1
APP101870,602,92300.0,0.306,1.4,52,3,0,23500.0,2,Group A,Male,0
APP101871,617,57900.0,0.213,0.6,69,1,0,18200.0,2,Group A,Male,1
APP101872,735,52000.0,0.225,5.8,38,3,0,2700.0,5,Group B,Male,1
APP101873,549,80700.0,0.354,24.1,35,5,0,4400.0,2,Group B,Male,1
APP101874,748,60100.0,0.352,0.4,42,7,0,21100.0,2,Group B,Female,0
APP101875,750,89100.0,0.256,3.6,48,4,0,28400.0,4,Group B,Male,1
APP101876,658,62700.0,0.349,4.0,40,5,1,22700.0,1,Group A,Female,1
APP101877,589,41200.0,0.269,0.1,27,2,0,32000.0,1,Group A,Female,0
APP101878,716,102100.0,0.484,5.4,48,4,0,21700.0,4,Group A,Female,0
APP101879,648,97700.0,0.329,3.2,41,7,0,31900.0,2,Group A,Female,1
APP101880,582,45100.0,0.461,1.0,29,4,0,39900.0,3,Group A,Male,0
APP101881,804,77500.0,0.154,3.6,22,2,0,16200.0,1,Group A,Male,1
APP101882,623,60200.0,0.376,8.2,71,3,0,24500.0,2,Group A,Male,0
APP101883,584,82900.0,0.406,2.6,51,4,0,1000.0,4,Group B,Female,0
APP101884,699,47000.0,0.325,3.5,48,3,0,24600.0,2,Group A,Male,1
APP101885,676,88900.0,0.281,6.1,40,5,0,8500.0,3,Group A,Male,1
APP101886,777,96700.0,0.323,0.5,49,3,0,23600.0,5,Group A,Male,1
APP101887,655,45300.0,0.422,6.9,28,8,1,14000.0,4,Group A,Male,0
APP101888,656,69600.0,0.207,4.9,43,1,1,22100.0,3,Group B,Female,0
APP101889,702,97200.0,0.417,6.2,44,6,0,7400.0,1,Group A,Female,1
APP101890,693,44000.0,0.375,19.7,29,5,2,14800.0,5,Group A,Female,1
APP101891,695,51900.0,0.311,1.6,40,8,0,24800.0,5,Group B,Female,0
APP101892,698,83900.0,0.316,1.0,36,5,0,21300.0,4,Group A,Male,1
APP101893,691,64100.0,0.347,3.9,32,3,0,1000.0,2,Group A,Male,1
APP101894,653,30200.0,0.522,5.8,35,3,0,16700.0,1,Group A,Male,1
APP101895,734,60300.0,0.378,5.8,21,8,0,12400.0,3,Group A,Female,1
APP101896,657,109900.0,0.236,2.5,54,8,2,9100.0,2,Group A,Female,1
APP101897,732,117500.0,0.292,2.1,60,4,0,11600.0,2,Group A,Male,0
APP101898,770,52700.0,0.214,4.0,30,6,0,25000.0,2,Group A,Female,0
